[[ 0.  0.  0.]
 [ 0.  2.  0.]]
         157320 function calls (155583 primitive calls) in 5.653 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 xlib.py:4709(struct_anon_95)
        1    0.000    0.000    0.000    0.000 xlib.py:50(XlibSelectDevice)
        1    0.000    0.000    0.000    0.000 xlib.py:2385(struct_anon_87)
        1    0.000    0.000    0.000    0.000 xlib.py:4819(struct_anon_99)
        1    0.000    0.000    0.000    0.000 zipfile.py:1357(PyZipFile)
        1    0.000    0.000    0.000    0.000 lib.py:172(MachOLibraryLoader)
        1    0.000    0.000    0.000    0.000 io.py:72(RawIOBase)
        1    0.000    0.000    0.000    0.000 xlib.py:956(struct_anon_34)
        1    0.000    0.000    0.000    0.000 xsync.py:298(struct_anon_100)
        1    0.000    0.000    0.000    0.000 glext_arb.py:3939(struct___GLsync)
        1    0.000    0.000    0.000    0.000 xlib.py:2336(struct__XIC)
        1    0.000    0.000    0.000    0.000 xlib.py:1602(struct_anon_54)
        1    0.000    0.000    0.000    0.000 xf86vmode.py:136(struct_anon_95)
        1    0.000    0.000    0.000    0.000 shutil.py:31(Error)
        1    0.000    0.000    0.000    0.000 xlib.py:2272(struct_anon_81)
        1    0.000    0.000    0.000    0.000 xlib.py:2321(struct__XIM)
        1    0.000    0.000    0.000    0.000 string_escape.py:26(StreamReader)
        1    0.000    0.000    0.000    0.000 xlib.py:2435(struct__XIMPreeditStateNotifyCallbackStruct)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:194(VersionConflict)
        1    0.000    0.000    0.000    0.000 __init__.py:145(NoSuchDisplayException)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:920(__init__)
        1    0.000    0.000    0.000    0.000 resource.py:721(_set_path)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1433(EggProvider)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1719(PathMetadata)
        1    0.000    0.000    0.000    0.000 xlib.py:2141(struct_anon_75)
        1    0.000    0.000    0.000    0.000 xlib.py:294(XlibContext13)
        1    0.000    0.000    0.000    0.000 glx_info.py:62(GLXInfoException)
        1    0.000    0.000    0.000    0.000 glext_arb.py:7117(struct__cl_event)
        1    0.000    0.000    0.000    0.000 __init__.py:253(_WindowMetaclass)
        1    0.000    0.000    0.000    0.000 xsync.py:344(struct_anon_102)
        1    0.000    0.000    0.000    0.000 __init__.py:107(XlibMouseCursor)
        1    0.000    0.000    0.000    0.000 index_tricks.py:584(IndexExpression)
        1    0.000    0.000    0.000    0.000 xlib.py:731(struct_anon_25)
        1    0.000    0.000    0.000    0.000 xlib.py:775(struct__XDisplay)
        1    0.000    0.000    0.000    0.000 xlib.py:2413(struct_anon_88)
        1    0.000    0.000    0.000    0.000 xlib.py:2186(struct_anon_78)
        1    0.000    0.000    0.000    0.000 lib.py:81(GLException)
        1    0.000    0.000    0.000    0.000 core.py:5770(__array_finalize__)
        1    0.000    0.000    0.000    0.000 __init__.py:584(set_maximum_size)
        1    0.000    0.000    0.000    0.000 base.py:316(Canvas)
        1    0.000    0.000    0.000    0.000 string_escape.py:23(StreamWriter)
        1    0.000    0.000    0.000    0.000 glx_info.py:73(set_display)
        1    0.000    0.000    0.000    0.000 xlib.py:1070(struct__XrmHashBucketRec)
        1    0.000    0.000    0.000    0.000 xlib.py:442(struct_anon_16)
        1    0.000    0.000    0.000    0.000 xlib.py:4885(struct__XRegion)
        1    0.000    0.000    0.000    0.000 xlib.py:1877(struct_anon_66)
        1    0.000    0.000    0.000    0.000 shutil.py:34(SpecialFileError)
        1    0.000    0.000    0.000    0.000 xlib.py:2257(struct_anon_80)
        1    0.000    0.000    0.000    0.000 xlib.py:1681(struct_anon_57)
        1    0.000    0.000    0.000    0.000 xlib.py:1391(struct_anon_45)
        1    0.000    0.000    0.000    0.000 xlib.py:2561(struct_anon_93)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 urlparse.py:121(SplitResult)
        1    0.000    0.000    0.000    0.000 lib.py:51(MissingFunctionException)
        1    0.000    0.000    0.000    0.000 glext_arb.py:7110(struct__cl_context)
        1    0.000    0.000    0.000    0.000 xlib.py:2539(struct__XIMPreeditCaretCallbackStruct)
        1    0.000    0.000    0.000    0.000 arrayprint.py:744(__init__)
        1    0.000    0.000    0.000    0.000 Queue.py:17(Full)
        1    0.000    0.000    0.000    0.000 xlib.py:4779(struct_anon_98)
        1    0.000    0.000    0.000    0.000 pickle.py:58(PickleError)
        1    0.000    0.000    0.000    0.000 xlib.py:94(XlibEventLoop)
        1    0.000    0.000    0.000    0.000 xlib.py:2348(struct_anon_85)
        1    0.000    0.000    0.000    0.000 ascii.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 polyutils.py:69(PolyBase)
        1    0.000    0.000    0.000    0.000 xlib.py:1746(struct_anon_60)
        1    0.000    0.000    0.000    0.000 glxext_arb.py:601(struct_anon_108)
        1    0.000    0.000    0.000    0.000 Queue.py:13(Empty)
        1    0.000    0.000    0.000    0.000 xlib.py:1523(struct_anon_51)
        1    0.000    0.000    0.000    0.000 pickle.py:62(PicklingError)
        1    0.000    0.000    0.000    0.000 glext_arb.py:7124(struct__cl_context)
        1    0.000    0.000    0.000    0.000 glext_arb.py:3946(struct___GLsync)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_uint)
        1    0.000    0.000    0.000    0.000 numerictypes.py:772(_typedict)
        1    0.000    0.000    0.000    0.000 core.py:2255(__init__)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1490(__init__)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:189(ResolutionError)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:197(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 glu.py:229(struct_GLUquadric)
        1    0.000    0.000    0.000    0.000 core.py:757(__init__)
        1    0.000    0.000    0.000    0.000 xlib.py:4322(struct__XrmHashBucketRec)
        1    0.000    0.000    0.000    0.000 __init__.py:149(NoSuchConfigException)
        1    0.000    0.000    0.000    0.000 polyutils.py:56(PolyDomainError)
        1    0.000    0.000    0.000    0.000 base.py:83(start)
        1    0.000    0.000    0.000    0.000 xlib.py:1542(struct_anon_52)
        1    0.000    0.000    0.000    0.000 __init__.py:238(c_char)
        1    0.000    0.000    0.000    0.000 _endian.py:26(_swapped_meta)
        1    0.000    0.000    0.000    0.000 xlib.py:508(struct__XGC)
        1    0.000    0.000    0.000    0.000 _endian.py:49(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 xlib.py:1921(struct_anon_68)
        1    0.000    0.000    0.000    0.000 __init__.py:205(c_longdouble)
        1    0.000    0.000    0.000    0.000 xlib.py:359(XlibContextARB)
        1    0.000    0.000    0.000    0.000 glxext_arb.py:641(struct_anon_110)
        1    0.000    0.000    0.000    0.000 extras.py:1485(mr_class)
        1    0.000    0.000    0.000    0.000 arrayprint.py:638(IntegerFormat)
        1    0.000    0.000    0.000    0.000 xlib.py:1462(struct_anon_48)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 glu.py:222(struct_GLUquadric)
        1    0.000    0.000    0.000    0.000 numeric.py:49(ComplexWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_int)
        1    0.000    0.000    0.000    0.000 xlib.py:1210(struct_anon_39)
        1    0.000    0.000    0.000    0.000 xlib.py:1819(struct_anon_63)
        1    0.000    0.000    0.000    0.000 xlib.py:935(struct_anon_33)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_float)
        1    0.000    0.000    0.000    0.000 xlib.py:582(struct__XDisplay)
        1    0.000    0.000    0.000    0.000 __init__.py:187(DefaultMouseCursor)
        1    0.000    0.000    0.000    0.000 xlib.py:4728(struct_anon_96)
        1    0.000    0.000    0.000    0.000 threading.py:1097(_set_daemon)
        1    0.000    0.000    0.000    0.000 xlib.py:1412(struct_anon_46)
        1    0.000    0.000    0.000    0.000 xlib.py:2314(struct__XIM)
        2    0.000    0.000    0.000    0.000 __init__.py:429(__init__)
        1    0.000    0.000    0.000    0.000 xlib.py:2519(struct__XIMPreeditDrawCallbackStruct)
        1    0.000    0.000    0.000    0.000 xsync.py:62(c_void)
        1    0.000    0.000    0.000    0.000 threading.py:514(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 xlib.py:1042(struct__XPrivate)
        1    0.000    0.000    0.000    0.000 inspect.py:632(BlockFinder)
        1    0.000    0.000    0.000    0.000 xlib.py:117(XlibCanvasConfig10)
        1    0.000    0.000    0.000    0.000 xlib.py:613(struct_anon_21)
        1    0.000    0.000    0.000    0.000 glu.py:244(struct_GLUtesselator)


